parcel_num	parcel_name	num_vertices	roi_num	roi_name	roi_count	roi_percentage	bilateral_parcel_name	bilateral_roi_name	bilateral_roi_count	bilateral_num_vertices	bilateral_roi_count_max	bilateral_roi_percentage
1	R_V1_ROI	787	12	R_Occipital	436	55.4002541296061	V1_ROI	Occipital	1009	1618	1009	0.6236093943139679
2	R_MST_ROI	76	2	R_Other	63	82.89473684210526	MST_ROI	Other	136	149	136	0.912751677852349
3	R_V6_ROI	123	2	R_Other	102	82.92682926829268	V6_ROI	Other	207	237	207	0.8734177215189873
4	R_V2_ROI	601	2	R_Other	363	60.39933444259567	V2_ROI	Other	769	1220	769	0.6303278688524591
5	R_V3_ROI	347	2	R_Other	305	87.89625360230548	V3_ROI	Other	614	684	614	0.8976608187134503
6	R_V4_ROI	300	2	R_Other	299	99.66666666666667	V4_ROI	Other	660	661	660	0.9984871406959153
7	R_V8_ROI	64	2	R_Other	64	100.0	V8_ROI	Other	113	113	113	1.0
8	R_4_ROI	810	2	R_Other	810	100.0	4_ROI	Other	1649	1649	1649	1.0
9	R_3b_ROI	557	2	R_Other	557	100.0	3b_ROI	Other	1131	1131	1131	1.0
10	R_FEF_ROI	179	2	R_Other	150	83.79888268156425	FEF_ROI	Other	284	332	284	0.8554216867469879
11	R_PEF_ROI	91	2	R_Other	41	45.05494505494506	PEF_ROI	Other	107	163	107	0.656441717791411
12	R_55b_ROI	107	4	R_Frontal	64	59.813084112149525	55b_ROI	Frontal	126	237	126	0.5316455696202531
13	R_V3A_ROI	147	2	R_Other	140	95.23809523809523	V3A_ROI	Other	291	298	291	0.9765100671140939
14	R_RSC_ROI	231	10	R_PCingPrecun	162	70.12987012987013	RSC_ROI	PCingPrecun	312	442	312	0.7058823529411765
15	R_POS2_ROI	250	10	R_PCingPrecun	165	66.0	POS2_ROI	PCingPrecun	354	500	354	0.708
16	R_V7_ROI	45	8	R_Angular	44	97.77777777777777	V7_ROI	Angular	53	89	53	0.5955056179775281
17	R_IPS1_ROI	111	8	R_Angular	86	77.47747747747748	IPS1_ROI	Angular	132	246	132	0.5365853658536586
18	R_FFC_ROI	167	6	R_Temporal	157	94.01197604790418	FFC_ROI	Temporal	291	318	291	0.9150943396226415
19	R_V3B_ROI	73	2	R_Other	73	100.0	V3B_ROI	Other	150	150	150	1.0
20	R_LO1_ROI	43	2	R_Other	40	93.02325581395348	LO1_ROI	Other	77	80	77	0.9625
21	R_LO2_ROI	31	2	R_Other	31	100.0	LO2_ROI	Other	81	83	81	0.9759036144578314
22	R_PIT_ROI	62	2	R_Other	59	95.16129032258065	PIT_ROI	Other	113	124	113	0.9112903225806451
23	R_MT_ROI	42	2	R_Other	22	52.38095238095239	MT_ROI	Other	54	100	54	0.54
24	R_A1_ROI	66	2	R_Other	66	100.0	A1_ROI	Other	143	143	143	1.0
25	R_PSL_ROI	175	2	R_Other	175	100.0	PSL_ROI	Other	338	338	338	1.0
26	R_SFL_ROI	119	4	R_Frontal	119	100.0	SFL_ROI	Frontal	283	304	283	0.930921052631579
27	R_PCV_ROI	164	10	R_PCingPrecun	125	76.21951219512195	PCV_ROI	PCingPrecun	193	328	193	0.5884146341463414
28	R_STV_ROI	148	2	R_Other	148	100.0	STV_ROI	Other	272	286	272	0.951048951048951
29	R_7Pm_ROI	96	10	R_PCingPrecun	79	82.29166666666666	7Pm_ROI	PCingPrecun	133	190	133	0.7
30	R_7m_ROI	135	10	R_PCingPrecun	135	100.0	7m_ROI	PCingPrecun	265	265	265	1.0
31	R_POS1_ROI	212	10	R_PCingPrecun	212	100.0	POS1_ROI	PCingPrecun	437	437	437	1.0
32	R_23d_ROI	113	4	R_Frontal	53	46.902654867256636	23d_ROI	Frontal	86	194	86	0.44329896907216493
33	R_v23ab_ROI	82	10	R_PCingPrecun	82	100.0	v23ab_ROI	PCingPrecun	154	154	154	1.0
34	R_d23ab_ROI	47	10	R_PCingPrecun	47	100.0	d23ab_ROI	PCingPrecun	135	135	135	1.0
35	R_31pv_ROI	111	10	R_PCingPrecun	111	100.0	31pv_ROI	PCingPrecun	220	220	220	1.0
36	R_5m_ROI	152	2	R_Other	152	100.0	5m_ROI	Other	264	264	264	1.0
37	R_5mv_ROI	220	2	R_Other	220	100.0	5mv_ROI	Other	411	411	411	1.0
38	R_23c_ROI	269	2	R_Other	233	86.61710037174721	23c_ROI	Other	469	512	469	0.916015625
39	R_5L_ROI	197	2	R_Other	197	100.0	5L_ROI	Other	385	385	385	1.0
40	R_24dd_ROI	248	2	R_Other	248	100.0	24dd_ROI	Other	471	471	471	1.0
41	R_24dv_ROI	157	2	R_Other	157	100.0	24dv_ROI	Other	298	298	298	1.0
42	R_7AL_ROI	167	2	R_Other	167	100.0	7AL_ROI	Other	371	371	371	1.0
43	R_SCEF_ROI	193	2	R_Other	107	55.44041450777202	SCEF_ROI	Other	250	396	250	0.6313131313131313
44	R_6ma_ROI	209	2	R_Other	127	60.76555023923444	6ma_ROI	Other	273	387	273	0.7054263565891473
45	R_7Am_ROI	196	2	R_Other	191	97.44897959183673	7Am_ROI	Other	399	404	399	0.9876237623762376
46	R_7PL_ROI	77	2	R_Other	77	100.0	7PL_ROI	Other	174	174	174	1.0
47	R_7PC_ROI	196	2	R_Other	196	100.0	7PC_ROI	Other	367	367	367	1.0
48	R_LIPv_ROI	154	2	R_Other	154	100.0	LIPv_ROI	Other	284	284	284	1.0
49	R_VIP_ROI	111	2	R_Other	111	100.0	VIP_ROI	Other	227	227	227	1.0
50	R_MIP_ROI	180	2	R_Other	123	68.33333333333333	MIP_ROI	Other	254	339	254	0.7492625368731564
51	R_1_ROI	387	2	R_Other	387	100.0	1_ROI	Other	788	788	788	1.0
52	R_2_ROI	624	2	R_Other	624	100.0	2_ROI	Other	1198	1198	1198	1.0
53	R_3a_ROI	320	2	R_Other	320	100.0	3a_ROI	Other	625	625	625	1.0
54	R_6d_ROI	178	2	R_Other	178	100.0	6d_ROI	Other	332	332	332	1.0
55	R_6mp_ROI	269	2	R_Other	269	100.0	6mp_ROI	Other	527	527	527	1.0
56	R_6v_ROI	117	2	R_Other	95	81.19658119658119	6v_ROI	Other	173	202	173	0.8564356435643564
57	R_p24pr_ROI	92	2	R_Other	83	90.21739130434783	p24pr_ROI	Other	159	173	159	0.9190751445086706
58	R_33pr_ROI	75	4	R_Frontal	48	64.0	33pr_ROI	Frontal	94	130	94	0.7230769230769231
59	R_a24pr_ROI	53	2	R_Other	39	73.58490566037736	a24pr_ROI	Other	112	147	112	0.7619047619047619
60	R_p32pr_ROI	138	2	R_Other	68	49.275362318840585	p32pr_ROI	Other	150	277	150	0.5415162454873647
61	R_a24_ROI	82	2	R_Other	82	100.0	a24_ROI	Other	159	172	159	0.9244186046511628
62	R_d32_ROI	123	4	R_Frontal	109	88.6178861788618	d32_ROI	Frontal	196	243	196	0.8065843621399177
63	R_8BM_ROI	175	4	R_Frontal	175	100.0	8BM_ROI	Frontal	349	349	349	1.0
64	R_p32_ROI	101	2	R_Other	87	86.13861386138613	p32_ROI	Other	181	200	181	0.905
65	R_10r_ROI	74	4	R_Frontal	58	78.37837837837837	10r_ROI	Frontal	123	168	123	0.7321428571428571
66	R_47m_ROI	61	4	R_Frontal	61	100.0	47m_ROI	Frontal	114	114	114	1.0
67	R_8Av_ROI	207	4	R_Frontal	207	100.0	8Av_ROI	Frontal	406	406	406	1.0
68	R_8Ad_ROI	239	4	R_Frontal	206	86.19246861924687	8Ad_ROI	Frontal	446	481	446	0.9272349272349273
69	R_9m_ROI	266	4	R_Frontal	193	72.55639097744361	9m_ROI	Frontal	402	541	402	0.7430683918669131
70	R_8BL_ROI	190	4	R_Frontal	190	100.0	8BL_ROI	Frontal	341	341	341	1.0
71	R_9p_ROI	103	4	R_Frontal	103	100.0	9p_ROI	Frontal	250	250	250	1.0
72	R_10d_ROI	118	4	R_Frontal	113	95.76271186440678	10d_ROI	Frontal	266	271	266	0.981549815498155
73	R_8C_ROI	243	4	R_Frontal	243	100.0	8C_ROI	Frontal	500	500	500	1.0
74	R_44_ROI	145	4	R_Frontal	145	100.0	44_ROI	Frontal	263	284	263	0.926056338028169
75	R_45_ROI	135	4	R_Frontal	135	100.0	45_ROI	Frontal	335	335	335	1.0
76	R_47l_ROI	115	4	R_Frontal	115	100.0	47l_ROI	Frontal	228	228	228	1.0
77	R_a47r_ROI	174	4	R_Frontal	169	97.12643678160919	a47r_ROI	Frontal	342	350	342	0.9771428571428571
78	R_6r_ROI	263	2	R_Other	165	62.737642585551335	6r_ROI	Other	364	505	364	0.7207920792079208
79	R_IFJa_ROI	79	4	R_Frontal	79	100.0	IFJa_ROI	Frontal	165	167	165	0.9880239520958084
80	R_IFJp_ROI	63	4	R_Frontal	63	100.0	IFJp_ROI	Frontal	139	150	139	0.9266666666666666
81	R_IFSp_ROI	133	4	R_Frontal	133	100.0	IFSp_ROI	Frontal	236	236	236	1.0
82	R_IFSa_ROI	156	4	R_Frontal	149	95.51282051282051	IFSa_ROI	Frontal	301	315	301	0.9555555555555556
83	R_p9-46v_ROI	181	4	R_Frontal	173	95.58011049723757	p9-46v_ROI	Frontal	301	309	301	0.9741100323624595
84	R_46_ROI	243	2	R_Other	191	78.60082304526749	46_ROI	Other	314	456	314	0.6885964912280702
85	R_a9-46v_ROI	95	4	R_Frontal	89	93.6842105263158	a9-46v_ROI	Frontal	193	221	193	0.8733031674208145
86	R_9-46d_ROI	249	2	R_Other	94	37.75100401606426	9-46d_ROI	Other	281	516	281	0.5445736434108527
87	R_9a_ROI	131	4	R_Frontal	131	100.0	9a_ROI	Frontal	279	282	279	0.9893617021276596
88	R_10v_ROI	98	4	R_Frontal	98	100.0	10v_ROI	Frontal	222	231	222	0.961038961038961
89	R_a10p_ROI	71	4	R_Frontal	68	95.77464788732394	a10p_ROI	Frontal	172	176	172	0.9772727272727273
90	R_10pp_ROI	96	2	R_Other	68	70.83333333333334	10pp_ROI	Other	109	191	109	0.5706806282722513
91	R_11l_ROI	153	4	R_Frontal	111	72.54901960784314	11l_ROI	Frontal	249	323	249	0.7708978328173375
92	R_13l_ROI	82	4	R_Frontal	61	74.39024390243902	13l_ROI	Frontal	170	199	170	0.8542713567839196
93	R_OFC_ROI	352	2	R_Other	230	65.3409090909091	OFC_ROI	Other	477	680	477	0.7014705882352941
94	R_47s_ROI	146	4	R_Frontal	133	91.0958904109589	47s_ROI	Frontal	242	265	242	0.9132075471698113
95	R_LIPd_ROI	75	2	R_Other	58	77.33333333333333	LIPd_ROI	Other	131	174	131	0.7528735632183908
96	R_6a_ROI	339	2	R_Other	260	76.69616519174042	6a_ROI	Other	572	699	572	0.8183118741058655
97	R_i6-8_ROI	99	4	R_Frontal	92	92.92929292929293	i6-8_ROI	Frontal	157	185	157	0.8486486486486486
98	R_s6-8_ROI	86	4	R_Frontal	86	100.0	s6-8_ROI	Frontal	140	141	140	0.9929078014184397
99	R_43_ROI	135	2	R_Other	135	100.0	43_ROI	Other	261	261	261	1.0
100	R_OP4_ROI	215	2	R_Other	215	100.0	OP4_ROI	Other	427	427	427	1.0
101	R_OP1_ROI	92	2	R_Other	92	100.0	OP1_ROI	Other	227	227	227	1.0
102	R_OP2-3_ROI	87	2	R_Other	87	100.0	OP2-3_ROI	Other	228	228	228	1.0
103	R_52_ROI	53	2	R_Other	53	100.0	52_ROI	Other	125	125	125	1.0
104	R_RI_ROI	238	2	R_Other	238	100.0	RI_ROI	Other	443	443	443	1.0
105	R_PFcm_ROI	184	2	R_Other	184	100.0	PFcm_ROI	Other	315	315	315	1.0
106	R_PoI2_ROI	172	2	R_Other	172	100.0	PoI2_ROI	Other	333	333	333	1.0
107	R_TA2_ROI	111	2	R_Other	99	89.1891891891892	TA2_ROI	Other	168	182	168	0.9230769230769231
108	R_FOP4_ROI	156	2	R_Other	101	64.74358974358975	FOP4_ROI	Other	259	373	259	0.6943699731903485
109	R_MI_ROI	107	2	R_Other	77	71.96261682242991	MI_ROI	Other	160	224	160	0.7142857142857143
110	R_Pir_ROI	197	2	R_Other	119	60.40609137055838	Pir_ROI	Other	229	383	229	0.597911227154047
111	R_AVI_ROI	150	4	R_Frontal	149	99.33333333333333	AVI_ROI	Frontal	275	276	275	0.9963768115942029
112	R_AAIC_ROI	63	2	R_Other	36	57.14285714285714	AAIC_ROI	Other	89	139	89	0.6402877697841727
113	R_FOP1_ROI	71	2	R_Other	71	100.0	FOP1_ROI	Other	121	121	121	1.0
114	R_FOP3_ROI	75	2	R_Other	75	100.0	FOP3_ROI	Other	159	159	159	1.0
115	R_FOP2_ROI	86	2	R_Other	86	100.0	FOP2_ROI	Other	190	190	190	1.0
116	R_PFt_ROI	193	2	R_Other	193	100.0	PFt_ROI	Other	388	388	388	1.0
117	R_AIP_ROI	371	2	R_Other	371	100.0	AIP_ROI	Other	680	680	680	1.0
118	R_EC_ROI	86	6	R_Temporal	80	93.02325581395348	EC_ROI	Temporal	154	172	154	0.8953488372093024
119	R_PreS_ROI	169	6	R_Temporal	127	75.14792899408283	PreS_ROI	Temporal	237	328	237	0.7225609756097561
120	R_H_ROI	208	6	R_Temporal	204	98.07692307692307	H_ROI	Temporal	413	441	413	0.9365079365079365
121	R_ProS_ROI	133	10	R_PCingPrecun	74	55.639097744360896	ProS_ROI	PCingPrecun	182	271	182	0.6715867158671587
122	R_PeEc_ROI	312	6	R_Temporal	269	86.21794871794873	PeEc_ROI	Temporal	487	557	487	0.874326750448833
123	R_STGa_ROI	48	6	R_Temporal	32	66.66666666666666	STGa_ROI	Temporal	88	105	88	0.8380952380952381
124	R_PBelt_ROI	96	2	R_Other	96	100.0	PBelt_ROI	Other	260	260	260	1.0
125	R_A5_ROI	199	6	R_Temporal	169	84.92462311557789	A5_ROI	Temporal	292	337	292	0.8664688427299704
126	R_PHA1_ROI	112	6	R_Temporal	112	100.0	PHA1_ROI	Temporal	217	220	217	0.9863636363636363
127	R_PHA3_ROI	85	6	R_Temporal	78	91.76470588235294	PHA3_ROI	Temporal	185	205	185	0.9024390243902439
128	R_STSda_ROI	188	6	R_Temporal	188	100.0	STSda_ROI	Temporal	311	311	311	1.0
129	R_STSdp_ROI	210	6	R_Temporal	198	94.28571428571428	STSdp_ROI	Temporal	393	409	393	0.960880195599022
130	R_STSvp_ROI	151	6	R_Temporal	151	100.0	STSvp_ROI	Temporal	359	359	359	1.0
131	R_TGd_ROI	418	6	R_Temporal	308	73.68421052631578	TGd_ROI	Temporal	635	836	635	0.7595693779904307
132	R_TE1a_ROI	105	6	R_Temporal	105	100.0	TE1a_ROI	Temporal	229	229	229	1.0
133	R_TE1p_ROI	226	6	R_Temporal	225	99.5575221238938	TE1p_ROI	Temporal	463	464	463	0.9978448275862069
134	R_TE2a_ROI	279	6	R_Temporal	216	77.41935483870968	TE2a_ROI	Temporal	416	532	416	0.7819548872180451
135	R_TF_ROI	313	6	R_Temporal	289	92.33226837060703	TF_ROI	Temporal	552	609	552	0.9064039408866995
136	R_TE2p_ROI	145	6	R_Temporal	141	97.24137931034483	TE2p_ROI	Temporal	263	270	263	0.9740740740740741
137	R_PHT_ROI	121	6	R_Temporal	97	80.16528925619835	PHT_ROI	Temporal	201	303	201	0.6633663366336634
138	R_PH_ROI	172	6	R_Temporal	143	83.13953488372093	PH_ROI	Temporal	293	397	293	0.7380352644836272
139	R_TPOJ1_ROI	297	2	R_Other	216	72.72727272727273	TPOJ1_ROI	Other	378	478	378	0.7907949790794979
140	R_TPOJ2_ROI	143	2	R_Other	140	97.9020979020979	TPOJ2_ROI	Other	218	299	218	0.7290969899665551
141	R_TPOJ3_ROI	95	8	R_Angular	74	77.89473684210526	TPOJ3_ROI	Angular	156	179	156	0.8715083798882681
142	R_DVT_ROI	130	2	R_Other	52	40.0	DVT_ROI	Other	142	259	142	0.5482625482625483
143	R_PGp_ROI	153	8	R_Angular	138	90.19607843137256	PGp_ROI	Angular	244	300	244	0.8133333333333334
144	R_IP2_ROI	218	2	R_Other	216	99.08256880733946	IP2_ROI	Other	372	416	372	0.8942307692307693
145	R_IP1_ROI	194	8	R_Angular	163	84.02061855670104	IP1_ROI	Angular	337	383	337	0.8798955613577023
146	R_IP0_ROI	95	2	R_Other	19	20.0	IP0_ROI	Other	109	203	109	0.5369458128078818
147	R_PFop_ROI	155	2	R_Other	155	100.0	PFop_ROI	Other	314	314	314	1.0
148	R_PF_ROI	383	2	R_Other	383	100.0	PF_ROI	Other	755	755	755	1.0
149	R_PFm_ROI	471	2	R_Other	388	82.37791932059449	PFm_ROI	Other	707	980	707	0.7214285714285714
150	R_PGi_ROI	377	8	R_Angular	165	43.76657824933687	PGi_ROI	Angular	590	807	590	0.7311028500619579
151	R_PGs_ROI	209	8	R_Angular	196	93.77990430622009	PGs_ROI	Angular	501	514	501	0.9747081712062257
152	R_V6A_ROI	47	8	R_Angular	31	65.95744680851064	V6A_ROI	Angular	53	96	53	0.5520833333333334
153	R_VMV1_ROI	113	2	R_Other	95	84.070796460177	VMV1_ROI	Other	178	201	178	0.8855721393034826
154	R_VMV3_ROI	59	2	R_Other	59	100.0	VMV3_ROI	Other	115	115	115	1.0
155	R_PHA2_ROI	61	6	R_Temporal	61	100.0	PHA2_ROI	Temporal	129	129	129	1.0
156	R_V4t_ROI	45	2	R_Other	45	100.0	V4t_ROI	Other	87	87	87	1.0
157	R_FST_ROI	77	2	R_Other	77	100.0	FST_ROI	Other	175	175	175	1.0
158	R_V3CD_ROI	79	2	R_Other	78	98.73417721518987	V3CD_ROI	Other	148	149	148	0.9932885906040269
159	R_LO3_ROI	65	2	R_Other	37	56.92307692307692	LO3_ROI	Other	80	125	80	0.64
160	R_VMV2_ROI	83	2	R_Other	69	83.13253012048193	VMV2_ROI	Other	111	129	111	0.8604651162790697
161	R_31pd_ROI	81	10	R_PCingPrecun	81	100.0	31pd_ROI	PCingPrecun	189	189	189	1.0
162	R_31a_ROI	72	10	R_PCingPrecun	72	100.0	31a_ROI	PCingPrecun	134	136	134	0.9852941176470589
163	R_VVC_ROI	124	6	R_Temporal	87	70.16129032258065	VVC_ROI	Temporal	143	250	143	0.572
164	R_25_ROI	62	2	R_Other	60	96.7741935483871	25_ROI	Other	106	117	106	0.905982905982906
165	R_s32_ROI	52	4	R_Frontal	33	63.46153846153846	s32_ROI	Frontal	85	106	85	0.8018867924528302
166	R_pOFC_ROI	118	2	R_Other	112	94.91525423728814	pOFC_ROI	Other	184	196	184	0.9387755102040817
167	R_PoI1_ROI	163	2	R_Other	149	91.41104294478528	PoI1_ROI	Other	286	317	286	0.9022082018927445
168	R_Ig_ROI	124	2	R_Other	124	100.0	Ig_ROI	Other	189	189	189	1.0
169	R_FOP5_ROI	156	4	R_Frontal	116	74.35897435897436	FOP5_ROI	Frontal	223	294	223	0.7585034013605442
170	R_p10p_ROI	148	4	R_Frontal	148	100.0	p10p_ROI	Frontal	258	258	258	1.0
171	R_p47r_ROI	100	4	R_Frontal	100	100.0	p47r_ROI	Frontal	225	229	225	0.982532751091703
172	R_TGv_ROI	126	6	R_Temporal	115	91.26984126984127	TGv_ROI	Temporal	169	193	169	0.8756476683937824
173	R_MBelt_ROI	75	2	R_Other	75	100.0	MBelt_ROI	Other	166	166	166	1.0
174	R_LBelt_ROI	85	2	R_Other	85	100.0	LBelt_ROI	Other	161	161	161	1.0
175	R_A4_ROI	187	2	R_Other	179	95.72192513368985	A4_ROI	Other	368	391	368	0.9411764705882353
176	R_STSva_ROI	81	6	R_Temporal	81	100.0	STSva_ROI	Temporal	210	210	210	1.0
177	R_TE1m_ROI	122	6	R_Temporal	117	95.90163934426229	TE1m_ROI	Temporal	212	224	212	0.9464285714285714
178	R_PI_ROI	127	2	R_Other	110	86.61417322834646	PI_ROI	Other	236	257	236	0.9182879377431906
179	R_a32pr_ROI	127	4	R_Frontal	127	100.0	a32pr_ROI	Frontal	255	255	255	1.0
